Transaction_ID,Policy_ID,Program_ID,Treaty_ID,Transaction_Type,Transaction_Date,Premium_Amount
TXN012139,POL06186,PRG013,TRT070,New Business,2026-07-29,457918.51
TXN012140,POL05721,PRG025,TRT093,Renewal,2026-02-15,74953.63
TXN012141,POL06798,PRG022,TRT015,Renewal,2026-03-02,112092.64
TXN012142,POL05536,PRG022,TRT051,Adjustment,2026-06-20,113657.19
TXN012143,POL02980,PRG016,TRT023,Adjustment,2026-02-11,18730.29
TXN012144,POL09350,PRG004,TRT043,Renewal,2026-06-20,409046.63
TXN012145,POL02527,PRG001,TRT079,New Business,2026-02-08,494435.38
TXN012146,POL08529,PRG018,TRT040,New Business,2026-06-02,135434.53
TXN012147,POL05868,PRG020,TRT091,New Business,2026-05-24,32280.53
TXN012148,POL02465,PRG017,TRT041,New Business,2026-02-10,94743.11
TXN012149,POL03024,PRG009,TRT020,Renewal,2026-05-26,338857.69
TXN012150,POL00852,PRG005,TRT044,New Business,2026-03-04,394100.35
TXN012151,POL01153,PRG017,TRT073,Renewal,2026-06-08,499597.65
TXN012152,POL03938,PRG004,TRT074,Renewal,2026-04-29,293652.24
TXN012153,POL02790,PRG011,TRT002,New Business,2026-03-12,198152.47
TXN012154,POL06858,PRG010,TRT051,Renewal,2026-02-01,297598.99
TXN012155,POL09540,PRG011,TRT057,Renewal,2026-02-05,287170.16
TXN012156,POL00816,PRG004,TRT008,New Business,2026-06-10,338899.14
TXN012157,POL03332,PRG014,TRT033,Renewal,2026-01-21,486259.83
TXN012158,POL00769,PRG007,TRT078,Adjustment,2026-06-21,451491.7
TXN012159,POL00641,PRG017,TRT066,New Business,2026-04-30,122387.97
TXN012160,POL03365,PRG023,TRT030,Adjustment,2026-02-04,204568.84
TXN012161,POL09352,PRG010,TRT070,Renewal,2026-01-04,30228.45
TXN012162,POL00176,PRG006,TRT056,Adjustment,2026-05-08,431110.82
TXN012163,POL05215,PRG012,TRT072,Renewal,2026-03-30,134137.43
TXN012164,POL04130,PRG012,TRT084,Adjustment,2026-04-14,41457.59
TXN012165,POL06749,PRG003,TRT052,Adjustment,2026-05-27,194674.19
TXN012166,POL03675,PRG019,TRT024,New Business,2026-05-10,424445.0
TXN012167,POL08110,PRG021,TRT077,Renewal,2026-08-12,18911.32
TXN012168,POL01031,PRG021,TRT079,New Business,2026-05-16,382315.66
TXN012169,POL05749,PRG021,TRT024,New Business,2026-02-15,44264.25
TXN012170,POL06924,PRG024,TRT078,Adjustment,2026-04-12,21418.56
TXN012171,POL01166,PRG021,TRT080,Adjustment,2026-03-30,287886.75
TXN012172,POL03164,PRG005,TRT061,New Business,2026-04-29,173273.77
TXN012173,POL09664,PRG015,TRT008,Renewal,2026-03-12,240404.82
TXN012174,POL07760,PRG004,TRT067,New Business,2026-01-16,279666.18
TXN012175,POL04880,PRG018,TRT037,Renewal,2026-05-30,59269.36
TXN012176,POL01116,PRG006,TRT093,Renewal,2026-04-18,167235.14
TXN012177,POL02167,PRG016,TRT060,Adjustment,2026-01-13,231223.47
TXN012178,POL05305,PRG002,TRT029,New Business,2026-03-11,358342.48
TXN012179,POL02001,PRG015,TRT081,Renewal,2026-05-13,418044.77
TXN012180,POL06221,PRG002,TRT088,Adjustment,2026-03-20,331340.89
TXN012181,POL07623,PRG011,TRT072,Adjustment,2026-04-07,137850.27
TXN012182,POL06477,PRG018,TRT072,Renewal,2026-02-07,458150.83
TXN012183,POL03161,PRG023,TRT029,Adjustment,2026-07-02,312858.33
TXN012184,POL09283,PRG005,TRT007,New Business,2026-04-11,247358.69
TXN012185,POL01963,PRG008,TRT038,Adjustment,2026-08-22,403983.84
TXN012186,POL05029,PRG013,TRT066,New Business,2026-07-05,257273.86
TXN012187,POL09913,PRG001,TRT065,Renewal,2026-03-18,429487.92
TXN012188,POL01959,PRG011,TRT051,Renewal,2026-01-09,359067.83
TXN012189,POL08289,PRG010,TRT036,Renewal,2026-02-07,341719.04
TXN012190,POL05376,PRG023,TRT097,Adjustment,2026-08-13,97445.58
TXN012191,POL01881,PRG024,TRT014,New Business,2026-01-17,40637.54
TXN012192,POL05150,PRG018,TRT025,Renewal,2026-02-10,352726.49
TXN012193,POL07237,PRG014,TRT004,New Business,2026-05-01,198700.04
TXN012194,POL03197,PRG016,TRT003,Adjustment,2026-01-13,284560.28
TXN012195,POL02610,PRG023,TRT099,New Business,2026-04-19,279276.64
TXN012196,POL06077,PRG013,TRT046,New Business,2026-06-25,152049.0
TXN012197,POL06296,PRG011,TRT039,Renewal,2026-08-28,12105.63
TXN012198,POL01960,PRG003,TRT040,Renewal,2026-02-04,204583.69
TXN012199,POL09524,PRG023,TRT076,Renewal,2026-03-07,423546.41
TXN012200,POL04711,PRG014,TRT035,New Business,2026-03-10,476312.35
TXN012201,POL02318,PRG009,TRT080,Renewal,2026-03-03,59794.83
TXN012202,POL02178,PRG006,TRT032,Adjustment,2026-01-15,323143.81
TXN012203,POL01098,PRG023,TRT062,Renewal,2026-05-12,151550.97
TXN012204,POL02958,PRG009,TRT016,New Business,2026-02-11,319936.13
TXN012205,POL04495,PRG010,TRT067,Renewal,2026-01-21,414573.43
TXN012206,POL06917,PRG004,TRT034,Renewal,2026-05-14,101168.52
TXN012207,POL09568,PRG005,TRT085,Renewal,2026-06-16,450019.84
TXN012208,POL02319,PRG020,TRT010,Adjustment,2026-03-06,490518.23
TXN012209,POL00558,PRG025,TRT021,Adjustment,2026-08-27,157011.61
TXN012210,POL05798,PRG019,TRT044,Renewal,2026-01-28,251972.19
TXN012211,POL03254,PRG009,TRT075,New Business,2026-06-27,396740.97
TXN012212,POL04048,PRG007,TRT032,New Business,2026-01-30,169690.17
TXN012213,POL09651,PRG012,TRT024,Renewal,2026-04-29,145116.82
TXN012214,POL04228,PRG011,TRT046,Renewal,2026-01-07,360652.93
TXN012215,POL06412,PRG012,TRT067,Adjustment,2026-05-09,477122.58
TXN012216,POL01163,PRG007,TRT044,Renewal,2026-02-19,347400.38
TXN012217,POL04815,PRG008,TRT100,New Business,2026-06-28,386080.11
TXN012218,POL06443,PRG002,TRT025,New Business,2026-04-03,329464.84
TXN012219,POL06909,PRG014,TRT049,New Business,2026-01-10,243660.54
TXN012220,POL03845,PRG007,TRT034,New Business,2026-08-08,115751.8
TXN012221,POL00519,PRG014,TRT069,Adjustment,2026-02-25,349433.59
TXN012222,POL00090,PRG001,TRT058,Adjustment,2026-05-18,220826.39
TXN012223,POL02423,PRG015,TRT025,Renewal,2026-05-10,353620.8
TXN012224,POL00236,PRG020,TRT050,Renewal,2026-07-23,327129.96
TXN012225,POL04466,PRG009,TRT046,Adjustment,2026-01-17,210244.45
TXN012226,POL02124,PRG013,TRT018,Renewal,2026-03-12,75976.6
TXN012227,POL00856,PRG001,TRT061,New Business,2026-06-17,412702.68
TXN012228,POL09207,PRG004,TRT078,Renewal,2026-04-20,476157.47
TXN012229,POL08718,PRG003,TRT003,Renewal,2026-01-10,285879.76
TXN012230,POL06015,PRG023,TRT039,Renewal,2026-05-27,219374.79
TXN012231,POL05515,PRG008,TRT067,New Business,2026-05-31,76943.76
TXN012232,POL00488,PRG002,TRT006,Adjustment,2026-05-12,194935.0
TXN012233,POL05566,PRG014,TRT043,Adjustment,2026-03-07,473951.87
TXN012234,POL07171,PRG008,TRT032,Adjustment,2026-01-23,147929.03
TXN012235,POL00230,PRG015,TRT050,Renewal,2026-02-28,296285.43
TXN012236,POL04699,PRG012,TRT071,Adjustment,2026-01-09,269549.56
TXN012237,POL04077,PRG012,TRT069,Adjustment,2026-06-11,40819.69
TXN012238,POL02393,PRG008,TRT025,Adjustment,2026-07-16,81224.92
TXN012239,POL01793,PRG024,TRT047,New Business,2026-04-29,102368.86
TXN012240,POL04788,PRG025,TRT051,New Business,2026-07-18,377192.54
TXN012241,POL05499,PRG004,TRT024,Renewal,2026-01-02,235614.03
TXN012242,POL09533,PRG003,TRT070,Adjustment,2026-07-10,463423.36
TXN012243,POL01239,PRG005,TRT049,Adjustment,2026-07-29,228571.61
TXN012244,POL06462,PRG012,TRT009,Adjustment,2026-02-02,124832.3
TXN012245,POL08044,PRG011,TRT053,Renewal,2026-08-11,83734.91
TXN012246,POL08853,PRG003,TRT080,Renewal,2026-06-01,215329.07
TXN012247,POL09729,PRG009,TRT054,Renewal,2026-03-02,160500.93
TXN012248,POL06904,PRG020,TRT038,Renewal,2026-05-27,281520.62
TXN012249,POL09726,PRG009,TRT056,Adjustment,2026-03-07,89949.26
TXN012250,POL04309,PRG010,TRT058,New Business,2026-03-21,408809.57
TXN012251,POL00187,PRG006,TRT015,Renewal,2026-02-11,385296.23
TXN012252,POL02760,PRG013,TRT007,Adjustment,2026-03-02,169503.16
TXN012253,POL00236,PRG020,TRT050,New Business,2026-06-20,278406.97
TXN012254,POL02232,PRG010,TRT025,Renewal,2026-08-23,467889.97
TXN012255,POL09518,PRG019,TRT069,Renewal,2026-03-08,448319.83
TXN012256,POL03724,PRG009,TRT039,Adjustment,2026-06-04,400396.24
TXN012257,POL09653,PRG017,TRT061,New Business,2026-04-23,257850.6
TXN012258,POL04654,PRG020,TRT023,New Business,2026-07-23,232463.56
TXN012259,POL02627,PRG008,TRT033,New Business,2026-05-11,369663.01
TXN012260,POL08672,PRG020,TRT030,Adjustment,2026-05-04,143472.54
TXN012261,POL05365,PRG025,TRT036,Renewal,2026-08-22,138713.74
TXN012262,POL09739,PRG013,TRT032,Adjustment,2026-05-06,465934.73
TXN012263,POL04530,PRG013,TRT054,Adjustment,2026-04-29,479250.65
TXN012264,POL06370,PRG009,TRT039,New Business,2026-01-01,418045.1
TXN012265,POL05212,PRG004,TRT086,New Business,2026-07-22,216483.1
TXN012266,POL03905,PRG014,TRT024,New Business,2026-02-06,260466.34
TXN012267,POL08774,PRG001,TRT054,Adjustment,2026-07-11,42388.02
TXN012268,POL03187,PRG005,TRT077,Renewal,2026-01-12,213435.1
TXN012269,POL05108,PRG022,TRT027,Renewal,2026-04-10,415629.04
TXN012270,POL04169,PRG011,TRT085,Adjustment,2026-07-14,466834.71
TXN012271,POL03131,PRG021,TRT016,Renewal,2026-06-23,438748.48
TXN012272,POL07650,PRG002,TRT071,Renewal,2026-07-14,439419.01
TXN012273,POL08163,PRG014,TRT081,Adjustment,2026-04-15,370252.7
TXN012274,POL05976,PRG007,TRT043,Adjustment,2026-08-04,210095.46
TXN012275,POL03338,PRG017,TRT005,New Business,2026-01-30,142604.18
TXN012276,POL06700,PRG016,TRT036,Renewal,2026-08-22,199643.41
TXN012277,POL03620,PRG013,TRT005,Renewal,2026-01-21,136455.72
TXN012278,POL04814,PRG019,TRT017,Renewal,2026-05-29,137653.22
TXN012279,POL04894,PRG018,TRT094,Adjustment,2026-04-20,96610.78
TXN012280,POL04468,PRG017,TRT025,Renewal,2026-05-14,332753.37
TXN012281,POL09408,PRG010,TRT022,Renewal,2026-02-20,270841.63
TXN012282,POL04531,PRG025,TRT037,New Business,2026-06-18,216500.82
TXN012283,POL00687,PRG018,TRT033,Adjustment,2026-06-23,119695.52
TXN012284,POL00739,PRG008,TRT036,Adjustment,2026-06-18,471055.19
TXN012285,POL00512,PRG004,TRT020,Renewal,2026-04-29,383612.86
TXN012286,POL09988,PRG017,TRT041,New Business,2026-03-11,145731.12
TXN012287,POL09214,PRG015,TRT060,New Business,2026-05-15,475653.33
TXN012288,POL09758,PRG025,TRT025,New Business,2026-08-07,464930.28
TXN012289,POL00840,PRG015,TRT022,Adjustment,2026-02-25,329073.22
TXN012290,POL04634,PRG015,TRT050,New Business,2026-03-28,472729.75
TXN012291,POL07560,PRG015,TRT088,Adjustment,2026-06-08,401236.49
TXN012292,POL07732,PRG018,TRT089,New Business,2026-02-12,58930.05
TXN012293,POL03525,PRG002,TRT083,New Business,2026-04-12,195498.98
TXN012294,POL05703,PRG019,TRT007,New Business,2026-07-20,67599.05
TXN012295,POL06904,PRG020,TRT038,New Business,2026-01-01,250251.62
TXN012296,POL04558,PRG010,TRT019,New Business,2026-05-08,374540.13
TXN012297,POL04271,PRG021,TRT078,Adjustment,2026-05-31,146637.98
TXN012298,POL03167,PRG020,TRT015,Adjustment,2026-05-19,6014.54
TXN012299,POL02067,PRG003,TRT048,Adjustment,2026-03-04,396892.03
TXN012300,POL03357,PRG018,TRT042,New Business,2026-07-06,219071.33
TXN012301,POL01689,PRG021,TRT084,Renewal,2026-04-14,291746.41
TXN012302,POL03768,PRG016,TRT088,New Business,2026-04-18,172623.84
TXN012303,POL07906,PRG016,TRT088,Renewal,2026-04-28,184893.2
TXN012304,POL04413,PRG007,TRT098,Adjustment,2026-06-17,217681.44
TXN012305,POL08089,PRG025,TRT009,New Business,2026-04-01,188470.08
TXN012306,POL02213,PRG004,TRT069,Adjustment,2026-08-28,262167.86
TXN012307,POL08328,PRG016,TRT060,Adjustment,2026-01-12,221585.49
TXN012308,POL07287,PRG019,TRT083,New Business,2026-07-09,160806.74
TXN012309,POL08857,PRG018,TRT001,New Business,2026-02-21,148880.0
TXN012310,POL01514,PRG011,TRT083,Renewal,2026-04-23,209018.21
TXN012311,POL05120,PRG005,TRT001,Renewal,2026-03-27,95258.78
TXN012312,POL04523,PRG021,TRT029,New Business,2026-08-10,97982.55
TXN012313,POL07088,PRG014,TRT075,Adjustment,2026-01-01,33465.89
TXN012314,POL05539,PRG007,TRT098,New Business,2026-07-02,480580.98
TXN012315,POL06086,PRG021,TRT053,Renewal,2026-06-22,189304.37
TXN012316,POL09556,PRG005,TRT003,Adjustment,2026-08-03,313485.92
TXN012317,POL08668,PRG002,TRT096,Adjustment,2026-08-21,9347.83
TXN012318,POL08645,PRG021,TRT021,Renewal,2026-07-31,330079.65
TXN012319,POL04301,PRG019,TRT085,Adjustment,2026-06-07,499386.44
TXN012320,POL04602,PRG002,TRT095,Adjustment,2026-03-19,335884.29
TXN012321,POL07239,PRG024,TRT081,Renewal,2026-02-26,244694.14
TXN012322,POL07807,PRG009,TRT094,Adjustment,2026-01-01,321081.23
TXN012323,POL01266,PRG020,TRT035,New Business,2026-03-09,371378.08
TXN012324,POL06374,PRG021,TRT046,New Business,2026-01-15,438364.65
TXN012325,POL09447,PRG024,TRT043,Renewal,2026-08-03,397699.09
TXN012326,POL09661,PRG024,TRT009,New Business,2026-07-05,112785.31
TXN012327,POL00404,PRG009,TRT081,Adjustment,2026-03-18,133364.37
TXN012328,POL06184,PRG003,TRT012,New Business,2026-02-01,217800.81
TXN012329,POL07633,PRG010,TRT095,Renewal,2026-02-09,299425.99
TXN012330,POL02848,PRG003,TRT088,New Business,2026-01-10,81625.67
TXN012331,POL02986,PRG020,TRT086,Renewal,2026-06-27,133276.54
TXN012332,POL08912,PRG018,TRT008,Adjustment,2026-01-17,142231.46
TXN012333,POL08077,PRG001,TRT009,Renewal,2026-03-17,359864.66
TXN012334,POL01824,PRG024,TRT045,Renewal,2026-07-31,228324.56
TXN012335,POL06553,PRG021,TRT069,Adjustment,2026-06-10,47906.26
TXN012336,POL01443,PRG003,TRT078,New Business,2026-03-28,411327.53
TXN012337,POL07395,PRG010,TRT034,Adjustment,2026-08-26,79463.14
TXN012338,POL02670,PRG007,TRT075,Adjustment,2026-04-16,348052.67
TXN012339,POL00178,PRG005,TRT045,Renewal,2026-01-29,290912.94
TXN012340,POL01413,PRG009,TRT019,New Business,2026-07-04,108688.0
TXN012341,POL04910,PRG023,TRT064,Adjustment,2026-02-07,105096.67
TXN012342,POL00892,PRG019,TRT014,Renewal,2026-08-03,67918.79
TXN012343,POL03185,PRG019,TRT003,Renewal,2026-02-25,219930.32
TXN012344,POL00216,PRG019,TRT033,Adjustment,2026-06-07,296297.32
TXN012345,POL04691,PRG003,TRT004,New Business,2026-06-03,488077.51
TXN012346,POL04066,PRG001,TRT053,New Business,2026-01-24,344443.53
TXN012347,POL03075,PRG018,TRT060,Renewal,2026-03-19,202480.12
TXN012348,POL08772,PRG021,TRT016,New Business,2026-03-13,349075.96
TXN012349,POL01666,PRG001,TRT028,New Business,2026-01-30,343364.44
TXN012350,POL01697,PRG024,TRT086,Adjustment,2026-01-23,382033.24
TXN012351,POL02501,PRG014,TRT054,Adjustment,2026-01-14,472496.94
TXN012352,POL05823,PRG019,TRT013,New Business,2026-08-24,234949.08
TXN012353,POL06206,PRG025,TRT092,Adjustment,2026-03-11,33805.79
TXN012354,POL02694,PRG013,TRT067,Renewal,2026-07-05,87670.79
TXN012355,POL02685,PRG012,TRT097,Renewal,2026-03-03,493650.25
TXN012356,POL04320,PRG005,TRT077,Renewal,2026-01-27,412450.27
TXN012357,POL05755,PRG022,TRT052,New Business,2026-08-21,56997.13
TXN012358,POL01672,PRG003,TRT066,Renewal,2026-03-05,302479.83
TXN012359,POL03743,PRG013,TRT091,New Business,2026-01-31,79170.22
TXN012360,POL01503,PRG006,TRT043,New Business,2026-03-28,28166.38
TXN012361,POL00592,PRG025,TRT067,New Business,2026-04-22,133701.08
TXN012362,POL07840,PRG010,TRT065,Renewal,2026-05-10,436333.55
TXN012363,POL09915,PRG003,TRT084,Renewal,2026-04-14,390970.93
TXN012364,POL03486,PRG004,TRT006,New Business,2026-04-22,176678.35
TXN012365,POL07091,PRG020,TRT047,Adjustment,2026-04-08,193310.44
TXN012366,POL02547,PRG014,TRT026,Renewal,2026-03-23,359926.0
TXN012367,POL02097,PRG008,TRT079,Adjustment,2026-04-13,168455.76
TXN012368,POL06476,PRG010,TRT064,Renewal,2026-03-13,324402.54
TXN012369,POL03966,PRG002,TRT043,Renewal,2026-07-22,251108.23
TXN012370,POL09494,PRG025,TRT020,New Business,2026-01-31,426130.89
TXN012371,POL06300,PRG002,TRT069,New Business,2026-04-21,176030.01
TXN012372,POL03184,PRG007,TRT061,Renewal,2026-02-11,246280.03
TXN012373,POL08212,PRG005,TRT053,New Business,2026-05-27,102563.94
TXN012374,POL00837,PRG001,TRT053,New Business,2026-06-30,435338.52
TXN012375,POL06456,PRG016,TRT071,Adjustment,2026-03-12,158082.72
TXN012376,POL01138,PRG017,TRT042,New Business,2026-04-20,371207.77
TXN012377,POL03553,PRG021,TRT012,New Business,2026-07-15,101681.1
TXN012378,POL06999,PRG020,TRT047,New Business,2026-01-23,260397.99
TXN012379,POL01633,PRG022,TRT042,Adjustment,2026-01-08,257073.1
TXN012380,POL08365,PRG006,TRT033,Adjustment,2026-02-19,387183.74
TXN012381,POL06388,PRG008,TRT084,New Business,2026-02-17,59522.38
TXN012382,POL04037,PRG003,TRT031,New Business,2026-02-28,474027.05
TXN012383,POL06649,PRG021,TRT096,New Business,2026-08-02,478879.45
TXN012384,POL08299,PRG001,TRT014,New Business,2026-01-24,69825.03
TXN012385,POL00472,PRG014,TRT076,Adjustment,2026-07-18,423976.96
TXN012386,POL02905,PRG021,TRT062,Adjustment,2026-02-14,420257.9
TXN012387,POL06410,PRG008,TRT003,New Business,2026-01-26,137667.59
TXN012388,POL05899,PRG020,TRT074,Adjustment,2026-02-06,67593.72
TXN012389,POL07906,PRG016,TRT088,New Business,2026-01-04,280442.95
TXN012390,POL06627,PRG016,TRT093,New Business,2026-03-30,97549.25
TXN012391,POL07875,PRG005,TRT014,Renewal,2026-07-25,15019.32
TXN012392,POL01237,PRG015,TRT072,Renewal,2026-02-28,462708.14
TXN012393,POL05614,PRG010,TRT088,New Business,2026-02-13,424232.96
TXN012394,POL08076,PRG022,TRT097,Renewal,2026-06-30,28282.44
TXN012395,POL00873,PRG016,TRT033,Renewal,2026-05-14,14199.84
TXN012396,POL05033,PRG022,TRT044,Adjustment,2026-03-14,391011.48
TXN012397,POL05431,PRG025,TRT025,New Business,2026-08-06,332853.98
TXN012398,POL06876,PRG013,TRT017,New Business,2026-04-20,233202.93
TXN012399,POL02973,PRG014,TRT085,Adjustment,2026-01-19,42460.36
TXN012400,POL02601,PRG012,TRT088,New Business,2026-08-14,22676.22
TXN012401,POL02041,PRG024,TRT055,Renewal,2026-07-31,73267.91
TXN012402,POL03049,PRG003,TRT056,New Business,2026-02-04,108897.22
TXN012403,POL00424,PRG002,TRT052,New Business,2026-03-05,361283.25
TXN012404,POL00640,PRG007,TRT085,Adjustment,2026-06-02,467043.59
TXN012405,POL04336,PRG012,TRT066,New Business,2026-06-10,416269.74
TXN012406,POL05682,PRG007,TRT009,Renewal,2026-03-26,156066.0
TXN012407,POL00525,PRG008,TRT031,New Business,2026-01-05,477337.9
TXN012408,POL02644,PRG019,TRT038,Renewal,2026-04-02,98301.5
TXN012409,POL08443,PRG011,TRT042,Adjustment,2026-08-08,247665.53
TXN012410,POL06757,PRG020,TRT074,Renewal,2026-06-13,332880.39
TXN012411,POL08777,PRG002,TRT059,Adjustment,2026-04-21,412551.17
TXN012412,POL08017,PRG025,TRT075,Renewal,2026-04-18,321055.33
TXN012413,POL08592,PRG013,TRT045,New Business,2026-05-02,148105.64
TXN012414,POL07044,PRG023,TRT090,New Business,2026-06-15,292065.14
TXN012415,POL02630,PRG007,TRT021,Renewal,2026-05-29,315771.19
TXN012416,POL05694,PRG004,TRT022,Renewal,2026-05-03,114268.31
TXN012417,POL02998,PRG020,TRT055,Adjustment,2026-06-09,103035.77
TXN012418,POL03219,PRG009,TRT061,New Business,2026-08-09,27070.45
TXN012419,POL02085,PRG008,TRT080,Renewal,2026-07-08,73717.41
TXN012420,POL04164,PRG011,TRT078,New Business,2026-07-03,20512.79
TXN012421,POL01339,PRG015,TRT046,Renewal,2026-01-07,145787.49
TXN012422,POL04643,PRG019,TRT027,New Business,2026-04-09,168277.18
TXN012423,POL03606,PRG022,TRT083,Adjustment,2026-03-28,44912.95
TXN012424,POL06278,PRG003,TRT023,New Business,2026-02-23,338761.94
TXN012425,POL09017,PRG017,TRT030,Renewal,2026-03-25,188411.39
TXN012426,POL04449,PRG012,TRT043,New Business,2026-05-07,221546.79
TXN012427,POL02876,PRG011,TRT073,Renewal,2026-02-07,467768.73
TXN012428,POL00018,PRG025,TRT080,Renewal,2026-02-03,360143.18
TXN012429,POL06687,PRG014,TRT090,Renewal,2026-01-06,172895.98
TXN012430,POL04724,PRG007,TRT039,Adjustment,2026-01-08,114831.85
TXN012431,POL04883,PRG019,TRT030,New Business,2026-03-24,338098.28
TXN012432,POL04461,PRG007,TRT073,Renewal,2026-05-29,170936.15
TXN012433,POL02091,PRG009,TRT066,New Business,2026-01-26,361529.95
TXN012434,POL00591,PRG013,TRT028,Adjustment,2026-06-23,25426.1
TXN012435,POL02907,PRG005,TRT073,New Business,2026-08-27,79056.36
TXN012436,POL08677,PRG021,TRT040,New Business,2026-04-26,105334.71
TXN012437,POL05711,PRG019,TRT055,Renewal,2026-06-09,83138.18
TXN012438,POL07792,PRG025,TRT027,Renewal,2026-05-23,457916.85
TXN012439,POL00397,PRG021,TRT079,Adjustment,2026-08-21,222747.53
TXN012440,POL09345,PRG019,TRT025,Renewal,2026-08-18,283879.57
TXN012441,POL03889,PRG011,TRT078,Renewal,2026-07-16,346322.29
TXN012442,POL01122,PRG020,TRT029,New Business,2026-07-25,391420.56
TXN012443,POL03943,PRG006,TRT048,Adjustment,2026-06-24,44163.69
TXN012444,POL06214,PRG013,TRT038,New Business,2026-06-09,381934.94
TXN012445,POL05529,PRG011,TRT085,Adjustment,2026-07-16,186679.39
TXN012446,POL01021,PRG001,TRT082,New Business,2026-05-26,225579.14
TXN012447,POL02913,PRG008,TRT066,Renewal,2026-07-30,32252.42
TXN012448,POL06142,PRG017,TRT028,Adjustment,2026-05-22,376566.28
TXN012449,POL04761,PRG002,TRT097,New Business,2026-07-06,435469.72
TXN012450,POL01771,PRG007,TRT042,New Business,2026-02-04,439698.98
TXN012451,POL07558,PRG016,TRT067,New Business,2026-05-03,357370.48
TXN012452,POL07310,PRG002,TRT027,Adjustment,2026-06-06,433084.17
TXN012453,POL06263,PRG002,TRT091,New Business,2026-04-04,132511.53
TXN012454,POL06931,PRG023,TRT087,Adjustment,2026-03-05,145459.68
TXN012455,POL04958,PRG005,TRT011,New Business,2026-04-15,202626.58
TXN012456,POL07428,PRG007,TRT071,Renewal,2026-06-09,360702.86
TXN012457,POL02899,PRG019,TRT023,New Business,2026-05-31,485412.34
TXN012458,POL07632,PRG020,TRT019,Renewal,2026-01-21,347941.49
TXN012459,POL04072,PRG001,TRT021,New Business,2026-07-10,308795.07
TXN012460,POL00726,PRG023,TRT081,Adjustment,2026-08-05,415846.91
TXN012461,POL00547,PRG004,TRT004,Renewal,2026-02-18,352884.51
TXN012462,POL08535,PRG018,TRT081,Adjustment,2026-07-12,293243.93
TXN012463,POL06876,PRG013,TRT017,Renewal,2026-06-15,294724.75
TXN012464,POL03278,PRG015,TRT003,Renewal,2026-02-06,180661.46
TXN012465,POL09409,PRG018,TRT030,Adjustment,2026-08-15,281948.02
TXN012466,POL04261,PRG007,TRT053,Renewal,2026-03-03,82565.78
TXN012467,POL02009,PRG021,TRT026,New Business,2026-02-20,402168.98
TXN012468,POL08947,PRG002,TRT004,Adjustment,2026-06-10,303790.33
TXN012469,POL03115,PRG003,TRT035,New Business,2026-08-25,470713.23
TXN012470,POL08029,PRG005,TRT084,New Business,2026-08-10,297171.58
TXN012471,POL09400,PRG005,TRT071,New Business,2026-03-31,283634.22
TXN012472,POL03153,PRG023,TRT082,Renewal,2026-01-18,234185.32
TXN012473,POL03488,PRG018,TRT054,New Business,2026-08-15,223741.3
TXN012474,POL03377,PRG022,TRT006,New Business,2026-08-06,477646.74
TXN012475,POL07004,PRG018,TRT021,Renewal,2026-06-12,348679.95
TXN012476,POL00691,PRG001,TRT099,Renewal,2026-04-14,289858.06
TXN012477,POL08527,PRG020,TRT011,Renewal,2026-08-09,261505.89
TXN012478,POL03785,PRG025,TRT060,Adjustment,2026-04-12,192536.4
TXN012479,POL06245,PRG002,TRT052,New Business,2026-01-04,39552.75
TXN012480,POL06270,PRG013,TRT064,New Business,2026-07-10,404128.18
TXN012481,POL06431,PRG012,TRT041,Renewal,2026-08-05,152138.49
TXN012482,POL08558,PRG019,TRT081,Adjustment,2026-01-12,237574.04
TXN012483,POL09480,PRG022,TRT098,Renewal,2026-04-13,421405.26
TXN012484,POL08931,PRG013,TRT047,Renewal,2026-04-12,272119.52
TXN012485,POL04907,PRG004,TRT042,Renewal,2026-04-25,78591.21
TXN012486,POL00837,PRG001,TRT053,Adjustment,2026-07-05,176919.4
TXN012487,POL09206,PRG013,TRT016,New Business,2026-08-11,5306.18
TXN012488,POL08698,PRG022,TRT031,New Business,2026-05-09,242906.41
TXN012489,POL03891,PRG025,TRT029,Renewal,2026-08-18,79271.33
TXN012490,POL08454,PRG020,TRT074,Renewal,2026-06-29,322242.54
TXN012491,POL07707,PRG012,TRT090,Adjustment,2026-08-23,131822.22
TXN012492,POL04837,PRG009,TRT021,New Business,2026-03-15,307868.82
TXN012493,POL03662,PRG003,TRT029,Renewal,2026-04-20,269290.5
TXN012494,POL00451,PRG002,TRT004,Renewal,2026-03-25,488245.12
TXN012495,POL04340,PRG013,TRT085,Adjustment,2026-03-21,149512.94
TXN012496,POL01136,PRG015,TRT082,New Business,2026-07-31,458600.26
TXN012497,POL09206,PRG013,TRT016,New Business,2026-08-22,383455.82
TXN012498,POL04480,PRG002,TRT024,Renewal,2026-01-11,403134.49
TXN012499,POL03290,PRG006,TRT006,Renewal,2026-06-21,280415.45
TXN012500,POL04628,PRG025,TRT026,Renewal,2026-08-19,229360.06
TXN012501,POL04790,PRG018,TRT100,Adjustment,2026-08-27,98364.65
TXN012502,POL02439,PRG009,TRT078,New Business,2026-04-05,113299.92
TXN012503,POL00123,PRG014,TRT020,Adjustment,2026-07-22,35182.51
TXN012504,POL05874,PRG001,TRT070,New Business,2026-06-30,105886.94
TXN012505,POL06284,PRG003,TRT097,Renewal,2026-07-29,416955.75
