Claim_ID,Policy_ID,Program_ID,Treaty_ID,Claim_Date,Claim_Status,Claim_Amount
CLM005081,POL07154,PRG024,TRT065,2026-02-19,Open,164989.34
CLM005082,POL03979,PRG017,TRT084,2026-01-28,Open,129019.96
CLM005083,POL06949,PRG025,TRT059,2026-07-23,Pending,36459.38
CLM005084,POL09362,PRG019,TRT086,2026-03-10,Closed,227449.44
CLM005085,POL09565,PRG010,TRT022,2026-07-18,Open,228491.43
CLM005086,POL08900,PRG011,TRT001,2026-02-09,Open,56445.99
CLM005087,POL06848,PRG013,TRT097,2026-07-24,Closed,197886.78
CLM005088,POL09951,PRG019,TRT004,2026-01-02,Closed,19273.57
CLM005089,POL02546,PRG024,TRT046,2026-05-23,Pending,240206.69
CLM005090,POL04042,PRG021,TRT068,2026-08-15,Closed,6622.79
CLM005091,POL08663,PRG025,TRT066,2026-03-19,Closed,193750.69
CLM005092,POL09787,PRG022,TRT012,2026-04-15,Pending,172593.02
CLM005093,POL09801,PRG013,TRT037,2026-04-02,Pending,181745.55
CLM005094,POL08309,PRG009,TRT094,2026-03-09,Pending,147193.6
CLM005095,POL00988,PRG013,TRT034,2026-04-25,Open,268994.73
CLM005096,POL09716,PRG002,TRT011,2026-03-17,Closed,93205.98
CLM005097,POL01797,PRG019,TRT035,2026-05-31,Pending,47826.95
CLM005098,POL09325,PRG010,TRT067,2026-06-26,Pending,9135.34
CLM005099,POL05844,PRG011,TRT032,2026-08-11,Open,206567.86
CLM005100,POL05596,PRG022,TRT091,2026-06-23,Pending,57439.18
CLM005101,POL01238,PRG018,TRT093,2026-06-10,Open,283328.89
CLM005102,POL03698,PRG018,TRT086,2026-08-08,Pending,279811.55
CLM005103,POL01558,PRG024,TRT044,2026-05-10,Open,102372.74
CLM005104,POL06188,PRG016,TRT041,2026-03-06,Pending,298846.49
CLM005105,POL01394,PRG013,TRT009,2026-07-25,Pending,246597.05
CLM005106,POL06429,PRG022,TRT002,2026-03-21,Closed,191410.03
CLM005107,POL09910,PRG023,TRT047,2026-07-20,Closed,201410.38
CLM005108,POL08100,PRG001,TRT020,2026-06-20,Pending,9227.89
CLM005109,POL03362,PRG017,TRT054,2026-01-02,Open,229440.38
CLM005110,POL01861,PRG023,TRT047,2026-03-18,Pending,124911.27
CLM005111,POL08931,PRG013,TRT047,2026-06-18,Open,277685.03
CLM005112,POL02943,PRG001,TRT019,2026-01-11,Closed,245171.8
CLM005113,POL02489,PRG010,TRT038,2026-05-18,Pending,212871.52
CLM005114,POL02706,PRG006,TRT057,2026-07-07,Pending,183931.9
CLM005115,POL05785,PRG014,TRT028,2026-02-18,Closed,122380.53
CLM005116,POL05538,PRG010,TRT030,2026-02-28,Open,64362.37
CLM005117,POL00973,PRG004,TRT099,2026-03-23,Closed,148236.77
CLM005118,POL08848,PRG006,TRT087,2026-07-28,Closed,106248.08
CLM005119,POL00349,PRG024,TRT046,2026-08-17,Pending,5066.51
CLM005120,POL00965,PRG019,TRT100,2026-08-21,Closed,158820.9
CLM005121,POL00797,PRG019,TRT067,2026-07-08,Pending,226622.76
CLM005122,POL09229,PRG002,TRT082,2026-03-27,Closed,33172.07
CLM005123,POL04432,PRG021,TRT081,2026-08-29,Closed,121851.56
CLM005124,POL07007,PRG001,TRT040,2026-06-13,Open,270287.48
CLM005125,POL08120,PRG010,TRT041,2026-03-12,Pending,154998.27
CLM005126,POL09322,PRG023,TRT087,2026-01-04,Closed,297737.98
CLM005127,POL03874,PRG003,TRT007,2026-04-23,Open,250829.35
CLM005128,POL07652,PRG003,TRT021,2026-08-18,Pending,116370.86
CLM005129,POL07726,PRG012,TRT098,2026-05-14,Closed,28646.07
CLM005130,POL05693,PRG004,TRT067,2026-08-08,Closed,291431.24
CLM005131,POL04813,PRG004,TRT011,2026-08-21,Open,119393.01
CLM005132,POL06132,PRG020,TRT016,2026-06-27,Closed,100175.29
CLM005133,POL06001,PRG019,TRT023,2026-05-01,Closed,34595.55
CLM005134,POL00580,PRG011,TRT004,2026-03-25,Pending,23481.48
CLM005135,POL07652,PRG003,TRT021,2026-04-14,Closed,141518.55
CLM005136,POL05375,PRG013,TRT086,2026-01-22,Open,54347.48
CLM005137,POL08564,PRG012,TRT047,2026-01-05,Pending,209884.75
CLM005138,POL05482,PRG019,TRT099,2026-08-16,Pending,196361.59
CLM005139,POL08610,PRG012,TRT004,2026-03-30,Closed,138411.9
CLM005140,POL01701,PRG001,TRT062,2026-05-01,Pending,140934.15
CLM005141,POL01638,PRG018,TRT043,2026-07-29,Pending,88922.2
CLM005142,POL01513,PRG016,TRT087,2026-07-24,Open,206794.26
CLM005143,POL08994,PRG014,TRT066,2026-08-12,Closed,278762.17
CLM005144,POL03205,PRG009,TRT018,2026-03-13,Pending,96229.53
CLM005145,POL08902,PRG014,TRT008,2026-07-11,Pending,227105.05
CLM005146,POL05885,PRG020,TRT062,2026-01-28,Pending,43351.89
CLM005147,POL08108,PRG009,TRT078,2026-05-27,Open,135953.26
CLM005148,POL09184,PRG020,TRT037,2026-07-08,Pending,57032.03
CLM005149,POL00567,PRG010,TRT033,2026-07-02,Closed,203372.45
CLM005150,POL02111,PRG024,TRT004,2026-03-31,Open,68718.14
CLM005151,POL09211,PRG011,TRT062,2026-01-11,Open,262375.77
CLM005152,POL08487,PRG013,TRT086,2026-08-12,Pending,28035.13
CLM005153,POL00265,PRG009,TRT067,2026-02-16,Closed,266066.51
CLM005154,POL08581,PRG021,TRT034,2026-06-15,Open,30409.84
CLM005155,POL08007,PRG008,TRT003,2026-02-15,Open,261233.5
CLM005156,POL07534,PRG009,TRT059,2026-05-30,Pending,231375.0
CLM005157,POL03901,PRG022,TRT064,2026-07-02,Open,251493.47
CLM005158,POL03583,PRG013,TRT007,2026-06-27,Closed,263812.75
CLM005159,POL05008,PRG004,TRT033,2026-05-29,Open,97996.55
CLM005160,POL04506,PRG015,TRT010,2026-02-27,Open,264663.96
CLM005161,POL08948,PRG006,TRT064,2026-06-16,Pending,171193.22
CLM005162,POL07743,PRG008,TRT062,2026-04-05,Open,290134.94
CLM005163,POL04096,PRG019,TRT092,2026-06-11,Pending,18462.87
CLM005164,POL02287,PRG009,TRT063,2026-06-09,Open,235452.16
CLM005165,POL08635,PRG006,TRT014,2026-05-23,Open,195495.11
CLM005166,POL08767,PRG023,TRT042,2026-01-07,Closed,87403.03
CLM005167,POL01604,PRG005,TRT076,2026-07-30,Closed,132086.52
CLM005168,POL04299,PRG013,TRT081,2026-05-09,Pending,117005.45
CLM005169,POL02552,PRG021,TRT079,2026-04-25,Closed,161843.41
CLM005170,POL04658,PRG002,TRT070,2026-07-25,Closed,180669.46
CLM005171,POL09077,PRG005,TRT006,2026-02-16,Open,221463.66
CLM005172,POL06446,PRG003,TRT096,2026-07-24,Closed,71400.56
CLM005173,POL06772,PRG008,TRT013,2026-07-28,Closed,60864.29
CLM005174,POL05446,PRG005,TRT001,2026-05-01,Closed,119156.09
CLM005175,POL04374,PRG004,TRT012,2026-07-03,Closed,58646.29
CLM005176,POL05223,PRG006,TRT005,2026-05-26,Closed,287156.16
CLM005177,POL06768,PRG011,TRT014,2026-08-16,Closed,161883.26
CLM005178,POL03293,PRG008,TRT028,2026-01-08,Open,132513.16
CLM005179,POL05276,PRG015,TRT011,2026-08-14,Closed,182496.63
CLM005180,POL05420,PRG005,TRT008,2026-01-03,Pending,273348.85
CLM005181,POL01686,PRG025,TRT075,2026-03-31,Open,262165.0
CLM005182,POL02915,PRG023,TRT066,2026-05-15,Closed,288450.25
CLM005183,POL01284,PRG020,TRT006,2026-02-26,Pending,114020.93
CLM005184,POL05469,PRG019,TRT027,2026-03-02,Closed,180144.01
CLM005185,POL04210,PRG018,TRT014,2026-05-23,Open,201982.71
CLM005186,POL08105,PRG001,TRT096,2026-07-01,Closed,196925.3
CLM005187,POL09101,PRG001,TRT028,2026-04-19,Open,5710.26
CLM005188,POL06587,PRG008,TRT051,2026-03-25,Pending,26365.21
CLM005189,POL01794,PRG002,TRT095,2026-01-17,Closed,155675.09
CLM005190,POL09349,PRG006,TRT070,2026-07-05,Open,161618.45
CLM005191,POL09062,PRG012,TRT072,2026-01-24,Closed,95077.35
CLM005192,POL01802,PRG007,TRT046,2026-07-19,Closed,175347.02
CLM005193,POL05341,PRG003,TRT084,2026-03-15,Open,170979.73
CLM005194,POL02122,PRG016,TRT030,2026-02-27,Pending,88894.65
CLM005195,POL06459,PRG001,TRT021,2026-05-29,Open,291998.7
CLM005196,POL05578,PRG002,TRT065,2026-05-31,Open,170145.13
CLM005197,POL00735,PRG015,TRT052,2026-06-29,Closed,225087.23
CLM005198,POL06711,PRG002,TRT057,2026-07-28,Open,285626.56
CLM005199,POL09904,PRG025,TRT080,2026-07-21,Open,217790.42
CLM005200,POL07645,PRG003,TRT034,2026-07-28,Closed,147055.46
CLM005201,POL05421,PRG012,TRT004,2026-07-12,Closed,216121.56
CLM005202,POL03922,PRG009,TRT087,2026-08-29,Closed,156655.68
CLM005203,POL01833,PRG015,TRT026,2026-07-09,Pending,298776.02
CLM005204,POL09505,PRG004,TRT041,2026-04-16,Closed,14490.38
CLM005205,POL08792,PRG013,TRT078,2026-06-17,Pending,115379.03
CLM005206,POL02046,PRG022,TRT043,2026-01-09,Open,190892.07
CLM005207,POL09664,PRG015,TRT008,2026-03-17,Pending,27841.92
CLM005208,POL03095,PRG014,TRT019,2026-06-24,Open,159602.3
CLM005209,POL04185,PRG009,TRT061,2026-04-06,Pending,269998.63
CLM005210,POL08663,PRG025,TRT066,2026-03-24,Closed,172986.15
CLM005211,POL04912,PRG024,TRT008,2026-06-10,Pending,237104.7
CLM005212,POL02434,PRG025,TRT024,2026-04-21,Open,13918.05
CLM005213,POL07182,PRG023,TRT087,2026-02-28,Pending,297780.49
CLM005214,POL02196,PRG003,TRT004,2026-04-25,Open,148582.56
CLM005215,POL06293,PRG015,TRT050,2026-05-04,Closed,126039.57
CLM005216,POL09448,PRG020,TRT084,2026-03-15,Open,176322.96
CLM005217,POL01444,PRG022,TRT079,2026-02-16,Open,103586.24
CLM005218,POL06539,PRG025,TRT065,2026-03-31,Closed,65087.27
CLM005219,POL03470,PRG025,TRT046,2026-05-19,Pending,144470.43
CLM005220,POL05523,PRG018,TRT038,2026-04-24,Open,37713.28
CLM005221,POL06316,PRG019,TRT037,2026-06-08,Pending,126404.32
CLM005222,POL09072,PRG007,TRT047,2026-08-12,Closed,221753.9
CLM005223,POL00642,PRG019,TRT018,2026-02-06,Closed,163449.35
CLM005224,POL07746,PRG013,TRT075,2026-04-12,Closed,271499.86
CLM005225,POL07181,PRG020,TRT039,2026-03-23,Open,193266.33
CLM005226,POL02622,PRG023,TRT055,2026-06-25,Pending,177089.62
CLM005227,POL03528,PRG022,TRT093,2026-03-27,Open,252808.29
CLM005228,POL04481,PRG023,TRT020,2026-01-02,Open,57427.12
CLM005229,POL02635,PRG024,TRT084,2026-05-02,Closed,236915.23
CLM005230,POL08219,PRG014,TRT086,2026-03-16,Open,2147.29
CLM005231,POL08443,PRG011,TRT042,2026-05-05,Closed,150237.81
CLM005232,POL00864,PRG009,TRT064,2026-04-19,Open,269813.35
CLM005233,POL07589,PRG005,TRT075,2026-05-27,Pending,124996.18
CLM005234,POL07427,PRG020,TRT048,2026-05-18,Open,277650.77
CLM005235,POL02102,PRG017,TRT014,2026-04-22,Open,1750.42
CLM005236,POL00612,PRG014,TRT028,2026-03-21,Closed,231922.06
CLM005237,POL02990,PRG008,TRT096,2026-06-26,Open,144488.14
CLM005238,POL09087,PRG018,TRT058,2026-04-18,Pending,17570.5
CLM005239,POL08551,PRG007,TRT023,2026-07-22,Pending,181779.99
CLM005240,POL07035,PRG023,TRT039,2026-06-20,Closed,148473.88
CLM005241,POL01614,PRG023,TRT011,2026-05-19,Open,171257.75
CLM005242,POL03865,PRG023,TRT099,2026-06-24,Closed,296081.02
CLM005243,POL00395,PRG015,TRT002,2026-07-22,Closed,100397.86
CLM005244,POL08271,PRG012,TRT100,2026-01-05,Closed,3791.54
CLM005245,POL02177,PRG005,TRT084,2026-06-29,Open,126092.32
CLM005246,POL05005,PRG004,TRT049,2026-08-24,Open,241300.49
CLM005247,POL05238,PRG007,TRT018,2026-08-27,Open,26279.42
CLM005248,POL06675,PRG002,TRT018,2026-04-17,Open,103002.26
CLM005249,POL03301,PRG015,TRT033,2026-05-13,Pending,40628.55
CLM005250,POL09646,PRG025,TRT091,2026-07-06,Open,171389.57
CLM005251,POL06935,PRG023,TRT095,2026-03-09,Closed,283176.36
CLM005252,POL04648,PRG024,TRT012,2026-01-27,Open,283296.96
CLM005253,POL04145,PRG013,TRT031,2026-02-08,Pending,32469.69
CLM005254,POL01539,PRG012,TRT001,2026-07-28,Pending,248508.81
CLM005255,POL09909,PRG005,TRT062,2026-05-10,Open,268469.63
CLM005256,POL04010,PRG021,TRT035,2026-03-29,Closed,192789.12
CLM005257,POL00084,PRG020,TRT075,2026-04-29,Pending,290911.34
CLM005258,POL04400,PRG008,TRT006,2026-04-27,Closed,222778.77
CLM005259,POL04822,PRG004,TRT032,2026-03-28,Open,150499.8
CLM005260,POL07811,PRG018,TRT060,2026-02-07,Open,177737.78
CLM005261,POL07707,PRG012,TRT090,2026-01-11,Closed,195767.41
CLM005262,POL03923,PRG017,TRT053,2026-03-05,Closed,118000.13
CLM005263,POL07583,PRG003,TRT074,2026-03-09,Closed,101384.79
CLM005264,POL08463,PRG013,TRT076,2026-06-30,Pending,273574.84
CLM005265,POL07175,PRG016,TRT015,2026-06-24,Open,228043.22
CLM005266,POL06072,PRG006,TRT039,2026-02-11,Open,43652.63
CLM005267,POL09905,PRG017,TRT041,2026-08-25,Pending,13080.25
CLM005268,POL02462,PRG004,TRT054,2026-01-18,Closed,183304.88
CLM005269,POL03424,PRG003,TRT089,2026-07-22,Open,208842.21
CLM005270,POL03966,PRG002,TRT043,2026-07-31,Closed,141983.47
CLM005271,POL09216,PRG001,TRT089,2026-01-05,Pending,116119.1
CLM005272,POL06038,PRG018,TRT026,2026-04-24,Open,291539.78
CLM005273,POL04674,PRG016,TRT008,2026-03-14,Closed,140302.19
CLM005274,POL03102,PRG015,TRT068,2026-04-17,Pending,13510.99
CLM005275,POL06559,PRG021,TRT047,2026-06-20,Pending,17192.52
CLM005276,POL05451,PRG014,TRT071,2026-06-17,Pending,62501.88
CLM005277,POL05433,PRG001,TRT097,2026-05-31,Open,285487.36
CLM005278,POL02992,PRG002,TRT064,2026-01-11,Closed,22564.12
CLM005279,POL00465,PRG006,TRT077,2026-08-04,Pending,210369.43
CLM005280,POL02097,PRG008,TRT079,2026-01-20,Open,247118.11
CLM005281,POL05855,PRG008,TRT011,2026-06-25,Pending,19846.74
CLM005282,POL02028,PRG012,TRT012,2026-01-17,Pending,120388.46
CLM005283,POL03792,PRG011,TRT058,2026-07-03,Closed,63119.54
CLM005284,POL03254,PRG009,TRT075,2026-07-15,Pending,220139.03
CLM005285,POL02209,PRG013,TRT052,2026-04-10,Open,167502.37
CLM005286,POL08250,PRG001,TRT062,2026-03-15,Closed,92460.81
CLM005287,POL04381,PRG010,TRT061,2026-06-23,Closed,243735.76
CLM005288,POL00624,PRG002,TRT035,2026-07-14,Closed,123169.77
CLM005289,POL00488,PRG002,TRT006,2026-05-25,Pending,152415.38
CLM005290,POL06947,PRG002,TRT024,2026-05-12,Closed,174083.37
CLM005291,POL00390,PRG012,TRT020,2026-05-04,Pending,115148.42
CLM005292,POL04717,PRG011,TRT076,2026-07-18,Pending,51544.01
CLM005293,POL08418,PRG015,TRT058,2026-05-08,Pending,114455.13
CLM005294,POL05337,PRG004,TRT009,2026-05-22,Pending,130522.66
CLM005295,POL01223,PRG019,TRT041,2026-02-17,Open,153882.23
CLM005296,POL02731,PRG004,TRT018,2026-02-21,Closed,254469.27
CLM005297,POL04464,PRG010,TRT010,2026-05-10,Open,119764.28
CLM005298,POL02364,PRG025,TRT031,2026-05-19,Closed,218445.15
CLM005299,POL02458,PRG018,TRT044,2026-02-25,Open,16450.29
CLM005300,POL02266,PRG013,TRT078,2026-02-26,Closed,12538.32
CLM005301,POL09161,PRG025,TRT016,2026-03-31,Closed,78725.28
CLM005302,POL06097,PRG021,TRT001,2026-02-09,Open,254303.78
CLM005303,POL08392,PRG006,TRT047,2026-02-22,Open,264744.47
CLM005304,POL01579,PRG003,TRT016,2026-06-24,Closed,129322.15
CLM005305,POL04184,PRG014,TRT074,2026-03-25,Closed,148871.08
CLM005306,POL07522,PRG023,TRT070,2026-03-11,Pending,101748.15
CLM005307,POL08937,PRG015,TRT083,2026-08-26,Open,153286.11
CLM005308,POL00801,PRG010,TRT082,2026-05-28,Closed,157170.77
CLM005309,POL04319,PRG009,TRT067,2026-03-23,Closed,2509.74
CLM005310,POL08180,PRG008,TRT023,2026-08-04,Open,142334.44
CLM005311,POL04306,PRG018,TRT043,2026-02-23,Pending,238636.7
CLM005312,POL00012,PRG018,TRT061,2026-04-23,Closed,169789.13
CLM005313,POL07429,PRG021,TRT018,2026-03-21,Open,111138.28
CLM005314,POL03558,PRG003,TRT004,2026-01-22,Closed,81032.56
CLM005315,POL09362,PRG019,TRT086,2026-07-02,Pending,277768.76
CLM005316,POL04350,PRG011,TRT078,2026-05-05,Open,59189.82
CLM005317,POL03182,PRG011,TRT068,2026-07-26,Closed,225419.54
CLM005318,POL07682,PRG024,TRT093,2026-02-13,Pending,109225.09
CLM005319,POL07808,PRG007,TRT086,2026-03-26,Pending,113537.1
CLM005320,POL09698,PRG007,TRT089,2026-05-16,Open,198730.72
CLM005321,POL04580,PRG016,TRT047,2026-05-01,Closed,266624.05
CLM005322,POL03888,PRG002,TRT066,2026-02-13,Open,271404.27
CLM005323,POL06717,PRG017,TRT043,2026-02-03,Open,66300.8
CLM005324,POL07942,PRG023,TRT037,2026-03-30,Open,32935.86
CLM005325,POL05845,PRG015,TRT092,2026-07-17,Open,121977.31
CLM005326,POL03381,PRG013,TRT044,2026-07-14,Open,33616.4
CLM005327,POL07581,PRG024,TRT032,2026-01-23,Closed,73472.55
CLM005328,POL01406,PRG007,TRT030,2026-03-27,Pending,125224.6
CLM005329,POL06378,PRG024,TRT078,2026-07-07,Open,181828.37
CLM005330,POL05767,PRG009,TRT060,2026-05-06,Closed,295755.96
CLM005331,POL07781,PRG012,TRT083,2026-06-19,Pending,257052.13
CLM005332,POL07138,PRG017,TRT097,2026-05-04,Closed,200275.1
CLM005333,POL03068,PRG021,TRT083,2026-01-05,Open,20200.9
CLM005334,POL02013,PRG007,TRT003,2026-04-05,Pending,207970.17
CLM005335,POL08475,PRG016,TRT029,2026-01-31,Open,103109.06
CLM005336,POL01195,PRG002,TRT021,2026-02-01,Closed,167599.62
CLM005337,POL06470,PRG001,TRT023,2026-01-11,Pending,105254.98
CLM005338,POL03819,PRG022,TRT012,2026-01-03,Closed,87818.44
CLM005339,POL00519,PRG014,TRT069,2026-07-14,Open,239114.82
CLM005340,POL01820,PRG009,TRT021,2026-04-22,Pending,126958.37
CLM005341,POL08947,PRG002,TRT004,2026-04-25,Closed,169724.29
CLM005342,POL00492,PRG018,TRT056,2026-05-17,Open,256247.91
CLM005343,POL05072,PRG017,TRT033,2026-07-21,Open,231490.66
CLM005344,POL01246,PRG025,TRT075,2026-01-23,Pending,260803.21
CLM005345,POL06354,PRG004,TRT026,2026-03-31,Pending,257096.06
CLM005346,POL08509,PRG009,TRT072,2026-07-18,Pending,14125.69
CLM005347,POL02276,PRG011,TRT053,2026-05-14,Open,271810.76
CLM005348,POL04641,PRG020,TRT012,2026-05-29,Closed,229955.46
CLM005349,POL08755,PRG005,TRT056,2026-05-06,Open,37309.21
CLM005350,POL06302,PRG008,TRT042,2026-06-06,Open,140905.42
CLM005351,POL05881,PRG011,TRT090,2026-01-22,Pending,82975.6
CLM005352,POL04991,PRG017,TRT063,2026-05-29,Open,277837.82
CLM005353,POL04858,PRG015,TRT088,2026-03-20,Pending,276263.86
CLM005354,POL02189,PRG012,TRT004,2026-02-17,Closed,191376.57
CLM005355,POL00881,PRG013,TRT005,2026-08-15,Closed,202088.07
CLM005356,POL00838,PRG022,TRT078,2026-06-25,Closed,178573.4
CLM005357,POL02245,PRG021,TRT019,2026-01-17,Closed,186343.47
CLM005358,POL08886,PRG015,TRT079,2026-03-16,Open,148691.84
CLM005359,POL04017,PRG020,TRT062,2026-08-02,Open,206219.87
CLM005360,POL00902,PRG025,TRT051,2026-05-10,Open,63132.04
CLM005361,POL09433,PRG016,TRT066,2026-07-19,Closed,297248.66
CLM005362,POL06796,PRG020,TRT028,2026-03-20,Closed,111951.79
CLM005363,POL08325,PRG021,TRT055,2026-05-10,Pending,237901.87
CLM005364,POL05350,PRG023,TRT062,2026-05-24,Closed,180007.78
CLM005365,POL05542,PRG005,TRT076,2026-01-20,Closed,29238.9
CLM005366,POL05159,PRG012,TRT008,2026-02-01,Open,124753.72
CLM005367,POL01332,PRG009,TRT079,2026-07-31,Open,23272.11
CLM005368,POL03421,PRG006,TRT011,2026-06-17,Closed,18732.48
CLM005369,POL06047,PRG023,TRT019,2026-01-04,Open,66466.33
CLM005370,POL03281,PRG002,TRT052,2026-07-27,Closed,86998.61
CLM005371,POL03052,PRG022,TRT084,2026-02-22,Pending,179713.9
CLM005372,POL02899,PRG019,TRT023,2026-05-06,Pending,163032.29
CLM005373,POL02523,PRG018,TRT100,2026-01-13,Pending,266458.52
CLM005374,POL09385,PRG022,TRT078,2026-04-29,Open,84925.74
CLM005375,POL00986,PRG014,TRT041,2026-07-05,Open,247896.6
CLM005376,POL01190,PRG004,TRT052,2026-06-19,Closed,88929.34
CLM005377,POL04159,PRG024,TRT088,2026-07-01,Pending,142573.49
CLM005378,POL04868,PRG017,TRT086,2026-06-25,Closed,16777.87
CLM005379,POL06345,PRG014,TRT042,2026-06-30,Pending,281691.88
CLM005380,POL05059,PRG009,TRT067,2026-01-05,Open,197642.83
CLM005381,POL09963,PRG007,TRT083,2026-08-19,Closed,60015.3
CLM005382,POL00852,PRG005,TRT044,2026-08-13,Pending,217761.72
CLM005383,POL02549,PRG022,TRT060,2026-04-05,Closed,170333.83
CLM005384,POL04061,PRG010,TRT080,2026-01-13,Pending,51821.69
CLM005385,POL07580,PRG003,TRT022,2026-08-29,Open,137376.17
CLM005386,POL02205,PRG022,TRT033,2026-03-18,Closed,167082.39
CLM005387,POL07994,PRG002,TRT017,2026-03-09,Open,190180.52
CLM005388,POL04696,PRG004,TRT094,2026-07-13,Open,162576.71
CLM005389,POL06277,PRG003,TRT087,2026-03-26,Pending,127781.69
CLM005390,POL09266,PRG005,TRT061,2026-04-04,Open,81197.34
CLM005391,POL07046,PRG010,TRT030,2026-03-29,Closed,266718.09
CLM005392,POL05034,PRG023,TRT083,2026-03-07,Closed,110749.25
CLM005393,POL08098,PRG009,TRT008,2026-02-22,Pending,93437.09
CLM005394,POL03429,PRG022,TRT062,2026-08-26,Pending,10114.46
CLM005395,POL08464,PRG003,TRT040,2026-01-26,Closed,166266.3
CLM005396,POL08871,PRG004,TRT017,2026-06-09,Pending,291922.71
CLM005397,POL02853,PRG006,TRT039,2026-08-05,Closed,273971.96
CLM005398,POL09021,PRG007,TRT048,2026-06-23,Pending,137961.98
CLM005399,POL03953,PRG002,TRT041,2026-03-01,Open,85704.79
CLM005400,POL01872,PRG011,TRT073,2026-06-25,Closed,222645.25
CLM005401,POL07227,PRG005,TRT052,2026-04-07,Closed,33230.72
CLM005402,POL03367,PRG006,TRT090,2026-04-20,Closed,263547.52
CLM005403,POL09216,PRG001,TRT089,2026-05-29,Pending,257547.77
CLM005404,POL03277,PRG011,TRT020,2026-04-28,Pending,4831.78
CLM005405,POL07580,PRG003,TRT022,2026-06-22,Open,233201.89
CLM005406,POL08689,PRG020,TRT069,2026-01-11,Pending,14409.13
CLM005407,POL00953,PRG009,TRT032,2026-01-05,Open,252853.2
CLM005408,POL02944,PRG023,TRT033,2026-08-09,Closed,217056.43
CLM005409,POL05800,PRG008,TRT020,2026-03-12,Open,74442.28
CLM005410,POL04027,PRG012,TRT097,2026-06-19,Closed,110368.49
CLM005411,POL00044,PRG017,TRT085,2026-07-07,Closed,13484.47
CLM005412,POL00024,PRG016,TRT063,2026-04-06,Closed,144652.94
CLM005413,POL03818,PRG009,TRT099,2026-05-26,Open,173599.67
CLM005414,POL05132,PRG021,TRT086,2026-01-07,Closed,283137.97
CLM005415,POL00058,PRG021,TRT015,2026-03-19,Open,277282.08
CLM005416,POL07731,PRG022,TRT078,2026-03-18,Pending,214810.69
CLM005417,POL07610,PRG012,TRT032,2026-07-12,Pending,20828.99
CLM005418,POL00015,PRG019,TRT051,2026-04-02,Pending,2638.22
CLM005419,POL04633,PRG022,TRT004,2026-04-26,Closed,267267.13
CLM005420,POL08430,PRG018,TRT018,2026-08-06,Closed,86408.04
CLM005421,POL08539,PRG012,TRT035,2026-05-29,Pending,132888.41
CLM005422,POL00043,PRG020,TRT067,2026-04-05,Closed,41468.28
CLM005423,POL00954,PRG004,TRT054,2026-01-28,Closed,239141.35
CLM005424,POL06758,PRG024,TRT070,2026-03-05,Pending,13343.92
CLM005425,POL09082,PRG023,TRT020,2026-04-06,Open,106166.42
CLM005426,POL09333,PRG021,TRT035,2026-06-20,Closed,190042.26
CLM005427,POL02727,PRG011,TRT048,2026-07-09,Pending,270976.06
CLM005428,POL04071,PRG008,TRT029,2026-06-04,Pending,162532.87
CLM005429,POL08276,PRG018,TRT047,2026-06-12,Open,185882.94
CLM005430,POL09682,PRG007,TRT046,2026-06-05,Open,32720.83
CLM005431,POL08236,PRG021,TRT030,2026-07-27,Closed,172359.38
CLM005432,POL01769,PRG005,TRT079,2026-05-17,Closed,238567.69
CLM005433,POL00563,PRG001,TRT080,2026-01-07,Pending,48873.24
CLM005434,POL02291,PRG014,TRT020,2026-02-06,Pending,111398.22
CLM005435,POL01419,PRG004,TRT021,2026-02-21,Pending,22707.26
CLM005436,POL03660,PRG024,TRT069,2026-04-13,Pending,282890.22
CLM005437,POL06598,PRG003,TRT088,2026-02-14,Open,168221.39
CLM005438,POL06807,PRG015,TRT052,2026-02-23,Closed,178813.41
CLM005439,POL09451,PRG001,TRT011,2026-08-08,Open,124343.18
CLM005440,POL08903,PRG016,TRT021,2026-06-08,Closed,293626.82
CLM005441,POL03693,PRG003,TRT003,2026-05-21,Pending,154958.63
CLM005442,POL04975,PRG009,TRT028,2026-05-08,Open,165193.87
CLM005443,POL01429,PRG008,TRT090,2026-07-01,Pending,70836.03
CLM005444,POL01680,PRG003,TRT021,2026-01-12,Open,246054.04
CLM005445,POL07433,PRG012,TRT059,2026-01-27,Pending,188032.53
CLM005446,POL02578,PRG013,TRT003,2026-05-09,Open,54453.84
CLM005447,POL02962,PRG004,TRT050,2026-03-09,Pending,221775.48
CLM005448,POL04875,PRG015,TRT033,2026-02-12,Closed,157361.18
CLM005449,POL07102,PRG015,TRT094,2026-03-14,Open,114098.68
CLM005450,POL01856,PRG004,TRT059,2026-07-20,Closed,259906.44
CLM005451,POL03448,PRG002,TRT099,2026-02-09,Open,98234.95
CLM005452,POL08875,PRG016,TRT076,2026-05-03,Open,60813.05
CLM005453,POL06961,PRG014,TRT064,2026-08-20,Closed,86405.03
CLM005454,POL06112,PRG011,TRT040,2026-01-13,Pending,285877.91
CLM005455,POL00022,PRG012,TRT063,2026-01-28,Pending,270124.38
CLM005456,POL08822,PRG020,TRT044,2026-03-03,Pending,75158.89
CLM005457,POL02128,PRG021,TRT007,2026-05-03,Closed,267469.16
CLM005458,POL09705,PRG005,TRT064,2026-03-09,Open,259362.04
CLM005459,POL09568,PRG005,TRT085,2026-01-20,Open,206948.15
CLM005460,POL05114,PRG004,TRT028,2026-01-05,Closed,170038.88
