Policy_ID,Program_ID,Treaty_ID,Effective_Date,Expiry_Date,Premium,Region,Risk_Category
POL04826,PRG010,TRT011,2026-05-27,2027-07-15,381145.18,North,Critical
POL04827,PRG013,TRT010,2026-05-20,2027-10-05,76020.42,South,High
POL04828,PRG022,TRT040,2025-10-02,2027-01-13,165756.8,West,Critical
POL04829,PRG017,TRT044,2026-06-17,2028-06-05,70782.55,West,Critical
POL04830,PRG009,TRT054,2025-12-17,2027-03-27,231934.83,South,Medium
POL04831,PRG006,TRT031,2025-03-08,2026-05-02,17911.91,East,Medium
POL04832,PRG010,TRT078,2025-09-02,2027-03-12,264737.44,East,High
POL04833,PRG002,TRT040,2026-07-31,2028-02-22,340645.85,North,Low
POL04834,PRG002,TRT056,2025-01-11,2025-09-12,112202.14,South,Critical
POL04835,PRG002,TRT074,2025-03-15,2026-12-24,431686.97,South,Low
POL04836,PRG015,TRT062,2025-07-01,2026-08-26,155045.75,West,Medium
POL04837,PRG009,TRT021,2026-12-28,2028-05-03,296765.68,South,Low
POL04838,PRG017,TRT100,2026-06-25,2027-07-12,55450.96,South,Critical
POL04839,PRG001,TRT010,2025-10-28,2027-07-21,132977.52,West,Medium
POL04840,PRG024,TRT062,2025-02-13,2026-08-28,255086.12,North,Low
POL04841,PRG004,TRT008,2025-05-16,2026-05-20,483614.5,East,High
POL04842,PRG001,TRT083,2026-11-30,2027-07-24,423217.28,West,Low
POL04843,PRG016,TRT100,2026-08-23,2027-12-22,124206.52,South,High
POL04844,PRG018,TRT070,2025-08-25,2026-10-10,432999.55,West,High
POL04845,PRG010,TRT062,2026-03-01,2026-10-27,360658.74,West,Critical
POL04846,PRG014,TRT060,2025-11-24,2027-03-05,82934.6,South,Critical
POL04847,PRG019,TRT020,2026-10-11,2028-03-29,76285.08,North,Low
POL04848,PRG001,TRT043,2026-06-12,2027-07-23,101168.24,South,Medium
POL04849,PRG005,TRT013,2025-06-05,2026-05-14,110896.9,South,High
POL04850,PRG022,TRT049,2026-02-07,2028-01-20,164857.39,East,Critical
POL04851,PRG018,TRT045,2025-09-19,2027-06-30,16359.54,North,Medium
POL04852,PRG008,TRT022,2025-11-07,2026-10-02,78671.87,North,High
POL04853,PRG021,TRT077,2025-07-31,2027-06-30,305342.07,South,High
POL04854,PRG023,TRT068,2025-05-15,2027-02-26,289595.65,North,Critical
POL04855,PRG009,TRT074,2025-02-21,2026-04-18,265767.2,North,Low
POL04856,PRG012,TRT031,2025-01-20,2025-10-29,319691.78,East,Low
POL04857,PRG005,TRT001,2026-04-05,2027-03-30,11402.07,North,High
POL04858,PRG015,TRT088,2026-05-04,2028-03-08,222731.06,East,Critical
POL04859,PRG001,TRT068,2025-02-02,2025-08-24,21246.78,East,Medium
POL04860,PRG022,TRT075,2026-06-17,2027-07-04,13524.4,West,Medium
POL04861,PRG004,TRT048,2025-09-04,2026-05-26,137247.67,North,Critical
POL04862,PRG001,TRT006,2026-03-15,2027-08-21,277252.05,North,Low
POL04863,PRG004,TRT057,2026-09-07,2027-08-31,361174.62,North,High
POL04864,PRG023,TRT040,2025-02-22,2026-11-12,10997.22,North,Medium
POL04865,PRG001,TRT013,2025-02-05,2026-06-14,118714.45,South,Critical
POL04866,PRG018,TRT005,2025-05-24,2026-11-11,293296.8,West,Medium
POL04867,PRG021,TRT033,2026-07-25,2027-12-13,139294.72,South,Low
POL04868,PRG017,TRT086,2026-09-13,2028-05-06,85549.11,East,Critical
POL04869,PRG012,TRT001,2025-04-19,2025-10-17,397238.65,East,High
POL04870,PRG022,TRT092,2025-02-12,2026-01-30,495453.62,West,High
POL04871,PRG020,TRT020,2026-02-07,2027-01-16,346302.76,North,Critical
POL04872,PRG002,TRT024,2025-11-08,2027-10-07,309172.49,West,Medium
POL04873,PRG021,TRT007,2026-09-11,2028-06-16,8183.57,North,Medium
POL04874,PRG008,TRT098,2025-07-12,2026-12-17,386515.73,South,Critical
POL04875,PRG015,TRT033,2026-10-17,2027-06-21,393348.27,South,Low
POL04876,PRG015,TRT034,2025-10-21,2027-02-02,310320.64,East,High
POL04877,PRG001,TRT096,2026-10-13,2027-04-27,270259.28,West,Critical
POL04878,PRG020,TRT004,2025-03-10,2026-07-06,211595.28,East,Critical
POL04879,PRG024,TRT023,2026-01-04,2027-09-10,164378.53,South,Critical
POL04880,PRG018,TRT037,2026-05-25,2027-07-09,72078.4,West,Low
POL04881,PRG014,TRT085,2025-01-16,2026-09-27,393778.53,South,High
POL04882,PRG012,TRT027,2025-11-03,2026-10-01,323115.35,South,Medium
POL04883,PRG019,TRT030,2026-12-14,2027-08-12,75706.02,East,Critical
POL04884,PRG019,TRT091,2026-07-01,2027-09-25,148798.4,South,Low
POL04885,PRG001,TRT082,2025-03-29,2026-09-01,14860.98,North,Medium
POL04886,PRG014,TRT035,2025-12-20,2027-04-13,122744.86,East,Critical
POL04887,PRG002,TRT080,2025-11-15,2027-11-07,370679.23,North,Critical
POL04888,PRG012,TRT031,2025-07-18,2026-06-16,463472.86,East,Medium
POL04889,PRG021,TRT056,2025-07-19,2026-03-18,260452.62,South,High
POL04890,PRG003,TRT019,2025-03-19,2026-12-21,268089.29,West,High
POL04891,PRG015,TRT061,2026-02-17,2027-12-11,224868.78,North,High
POL04892,PRG018,TRT048,2025-03-19,2027-02-10,158188.62,West,High
POL04893,PRG013,TRT059,2026-12-12,2027-11-06,122967.41,East,Critical
POL04894,PRG018,TRT094,2026-08-02,2027-12-20,376654.29,West,Low
POL04895,PRG022,TRT087,2026-08-02,2028-04-17,68213.83,West,Critical
POL04896,PRG020,TRT091,2025-02-12,2026-03-01,492197.57,North,Medium
POL04897,PRG003,TRT001,2026-01-01,2027-09-08,172925.46,South,Medium
POL04898,PRG009,TRT022,2026-02-26,2027-07-21,417661.15,West,Medium
POL04899,PRG012,TRT025,2025-11-23,2027-02-22,176829.28,North,Low
POL04900,PRG005,TRT069,2026-07-29,2027-07-14,247566.71,West,Low
POL04901,PRG023,TRT069,2026-05-14,2028-03-31,96461.0,South,Low
POL04902,PRG014,TRT004,2025-11-18,2026-07-11,43066.99,East,Medium
POL04903,PRG023,TRT006,2026-08-10,2027-07-15,281810.17,South,Medium
POL04904,PRG004,TRT026,2025-05-12,2027-01-25,439252.7,South,Medium
POL04905,PRG021,TRT078,2026-11-27,2027-11-06,262062.67,East,Critical
POL04906,PRG005,TRT004,2026-01-01,2026-08-25,419408.88,North,High
POL04907,PRG004,TRT042,2025-06-02,2026-09-06,496584.82,East,Medium
POL04908,PRG022,TRT033,2025-02-02,2027-02-01,211167.77,West,Medium
POL04909,PRG015,TRT051,2025-08-10,2026-12-26,404154.21,West,Medium
POL04910,PRG023,TRT064,2026-11-03,2027-05-13,150984.24,East,Critical
POL04911,PRG022,TRT025,2026-08-04,2027-11-29,166462.53,North,Medium
POL04912,PRG024,TRT008,2026-09-19,2027-05-23,100414.7,North,Medium
POL04913,PRG020,TRT043,2025-01-04,2026-03-19,234879.47,West,High
POL04914,PRG004,TRT088,2026-10-29,2028-07-22,308646.74,South,Medium
POL04915,PRG006,TRT098,2025-01-09,2026-10-02,176437.81,West,High
POL04916,PRG002,TRT047,2026-10-23,2027-09-05,475420.67,North,Critical
POL04917,PRG007,TRT002,2026-12-01,2028-03-11,148611.61,West,Medium
POL04918,PRG018,TRT073,2025-01-01,2026-01-04,15654.43,West,Low
POL04919,PRG003,TRT093,2026-06-29,2028-04-23,38580.72,East,High
POL04920,PRG015,TRT059,2025-03-29,2027-01-05,44687.62,East,Medium
POL04921,PRG019,TRT064,2025-04-27,2026-06-12,387449.92,East,Critical
POL04922,PRG022,TRT006,2025-05-04,2026-04-13,212815.74,South,Medium
POL04923,PRG019,TRT037,2026-11-03,2027-12-12,398847.02,West,High
POL04924,PRG014,TRT054,2025-07-04,2027-05-21,477067.64,North,Medium
POL04925,PRG020,TRT037,2025-10-19,2027-04-01,74983.48,North,Medium
POL04926,PRG018,TRT084,2026-04-15,2028-03-01,211162.6,North,Critical
POL04927,PRG010,TRT094,2026-07-19,2028-01-14,435856.99,South,High
POL04928,PRG018,TRT014,2025-11-30,2027-04-25,95282.44,West,Low
POL04929,PRG021,TRT042,2025-12-14,2026-07-16,66045.65,North,Critical
POL04930,PRG022,TRT012,2025-09-30,2026-12-30,451937.04,North,Critical
POL04931,PRG018,TRT032,2026-12-26,2028-02-07,444781.27,West,Critical
POL04932,PRG019,TRT057,2025-05-01,2026-12-09,57375.81,East,Low
POL04933,PRG025,TRT073,2026-10-08,2027-10-10,450347.54,South,Critical
POL04934,PRG002,TRT028,2026-02-15,2027-11-18,223778.95,North,Low
POL04935,PRG025,TRT049,2025-05-28,2026-06-15,163333.71,North,Medium
POL04936,PRG006,TRT064,2026-06-17,2027-01-30,251250.66,North,Low
POL04937,PRG001,TRT003,2026-11-10,2027-05-19,417221.15,South,Low
POL04938,PRG014,TRT031,2025-03-16,2026-05-12,22216.72,West,Medium
POL04939,PRG011,TRT002,2026-03-04,2027-02-15,486005.2,West,Critical
POL04940,PRG025,TRT092,2025-01-07,2026-01-11,84457.67,South,Medium
POL04941,PRG010,TRT047,2026-04-12,2027-12-12,289841.21,North,Critical
POL04942,PRG006,TRT024,2026-09-17,2027-03-26,259973.08,South,High
POL04943,PRG003,TRT029,2025-11-23,2027-11-16,87744.43,West,Low
POL04944,PRG006,TRT018,2025-09-19,2026-07-28,116131.87,East,High
POL04945,PRG005,TRT023,2025-08-12,2026-05-08,74285.86,West,Low
POL04946,PRG005,TRT096,2026-11-19,2028-06-28,372587.42,South,Low
POL04947,PRG023,TRT070,2025-04-04,2027-03-13,369040.31,East,Medium
POL04948,PRG019,TRT016,2026-11-30,2028-04-18,462533.0,South,Low
POL04949,PRG017,TRT051,2025-11-07,2026-05-14,385402.31,East,Medium
POL04950,PRG013,TRT016,2025-02-17,2026-03-28,235837.02,East,Low
POL04951,PRG020,TRT019,2026-02-24,2027-11-15,77191.43,South,Critical
POL04952,PRG005,TRT045,2025-12-25,2026-11-11,66499.5,West,High
POL04953,PRG017,TRT048,2025-04-06,2026-12-13,55246.53,North,Low
POL04954,PRG018,TRT050,2026-03-08,2027-01-12,170007.99,North,Low
POL04955,PRG009,TRT049,2025-07-19,2026-03-21,234761.2,North,Critical
POL04956,PRG025,TRT070,2026-09-01,2027-08-14,307975.95,South,High
POL04957,PRG008,TRT084,2026-04-03,2027-03-04,166394.03,East,High
POL04958,PRG005,TRT011,2026-09-18,2028-02-12,376746.0,North,Low
POL04959,PRG019,TRT084,2026-07-30,2027-04-28,417825.8,North,Critical
POL04960,PRG008,TRT068,2026-11-19,2028-10-31,137549.47,South,Low
POL04961,PRG023,TRT089,2026-06-11,2028-02-07,455579.18,West,High
POL04962,PRG018,TRT023,2025-04-30,2026-07-29,101991.75,East,Critical
POL04963,PRG023,TRT061,2026-02-24,2026-09-08,170164.52,East,Low
POL04964,PRG023,TRT097,2025-06-17,2027-05-24,483934.38,West,Critical
POL04965,PRG020,TRT077,2026-10-27,2028-03-24,223206.64,East,Critical
POL04966,PRG003,TRT085,2026-10-22,2028-01-11,366368.93,West,Low
POL04967,PRG008,TRT005,2025-12-19,2027-05-11,110067.64,East,Low
POL04968,PRG023,TRT051,2026-08-30,2028-03-09,439443.25,South,Medium
POL04969,PRG011,TRT085,2026-03-29,2028-03-19,265489.37,West,Critical
POL04970,PRG007,TRT009,2026-01-16,2026-07-26,470756.61,East,Medium
POL04971,PRG003,TRT092,2025-07-04,2026-06-24,169389.27,North,Low
POL04972,PRG019,TRT011,2025-06-01,2027-03-26,312563.88,West,Critical
POL04973,PRG011,TRT084,2025-01-22,2025-11-03,145451.6,East,Medium
POL04974,PRG007,TRT009,2026-08-03,2028-02-12,128153.29,West,High
POL04975,PRG009,TRT028,2025-06-26,2027-05-25,268056.79,North,Medium
POL04976,PRG022,TRT012,2026-11-10,2028-10-18,255913.52,East,Critical
POL04977,PRG016,TRT003,2026-05-07,2027-01-20,477630.31,East,Medium
POL04978,PRG024,TRT090,2025-08-13,2027-07-07,497284.02,South,Low
POL04979,PRG016,TRT020,2026-07-11,2028-03-20,133689.81,West,Critical
POL04980,PRG011,TRT015,2026-03-31,2027-07-19,296291.2,West,High
POL04981,PRG001,TRT026,2026-12-19,2028-04-18,34942.88,South,Critical
POL04982,PRG005,TRT068,2026-03-03,2027-02-01,415385.16,South,Medium
POL04983,PRG025,TRT069,2025-06-25,2027-02-14,477852.72,West,Medium
POL04984,PRG002,TRT091,2026-03-17,2028-03-03,13175.45,North,Critical
POL04985,PRG003,TRT029,2025-08-27,2026-12-21,97747.08,North,Medium
POL04986,PRG010,TRT001,2026-12-11,2028-08-04,311906.02,East,Low
POL04987,PRG017,TRT029,2025-03-09,2026-02-13,159451.33,East,Critical
POL04988,PRG014,TRT062,2026-11-08,2028-09-26,211984.69,North,Critical
POL04989,PRG020,TRT008,2026-05-26,2028-03-17,408689.73,West,Low
POL04990,PRG024,TRT009,2025-11-28,2026-10-23,479055.83,North,Medium
POL04991,PRG017,TRT063,2026-09-18,2027-12-29,366420.42,East,Low
POL04992,PRG001,TRT088,2026-07-29,2028-03-28,10024.66,South,Medium
POL04993,PRG012,TRT082,2025-03-04,2026-01-21,201523.18,South,Medium
POL04994,PRG016,TRT080,2025-09-26,2027-01-29,424821.29,West,Medium
POL04995,PRG018,TRT068,2026-11-30,2028-06-10,183553.59,West,Low
POL04996,PRG014,TRT055,2025-01-10,2025-08-13,359029.06,East,High
POL04997,PRG018,TRT051,2025-06-21,2026-08-25,137656.17,East,Medium
POL04998,PRG005,TRT081,2026-10-10,2028-01-08,149809.05,South,Low
POL04999,PRG004,TRT033,2026-07-04,2027-09-09,394593.62,South,Critical
POL05000,PRG013,TRT098,2026-11-18,2028-06-06,365561.43,North,Medium
POL05001,PRG008,TRT075,2025-07-21,2026-07-21,340121.49,West,Medium
POL05002,PRG016,TRT049,2026-05-20,2027-10-15,194160.7,East,Medium
POL05003,PRG002,TRT003,2025-01-11,2025-09-29,425737.16,South,Critical
POL05004,PRG007,TRT006,2025-07-19,2026-12-05,360010.82,South,Medium
POL05005,PRG004,TRT049,2025-10-24,2026-12-13,194829.66,East,Critical
POL05006,PRG021,TRT077,2026-07-09,2027-11-11,78024.08,South,Medium
POL05007,PRG002,TRT011,2025-11-13,2026-11-23,448920.61,East,High
POL05008,PRG004,TRT033,2026-04-04,2027-07-31,464454.75,South,High
POL05009,PRG014,TRT028,2025-05-02,2026-08-17,32947.92,North,Medium
POL05010,PRG019,TRT032,2026-07-07,2028-02-18,461309.82,West,Critical
POL05011,PRG021,TRT033,2025-01-28,2026-10-09,165618.78,West,Low
POL05012,PRG013,TRT045,2026-12-22,2027-10-20,53692.82,South,High
POL05013,PRG007,TRT003,2026-02-17,2027-07-03,129754.38,East,Low
POL05014,PRG006,TRT035,2025-11-24,2027-01-20,407256.51,South,Medium
POL05015,PRG018,TRT081,2025-05-01,2026-04-04,165681.87,North,Low
POL05016,PRG007,TRT089,2026-11-21,2028-09-03,353450.16,South,Low
POL05017,PRG009,TRT055,2026-12-30,2027-11-14,257042.89,North,Low
POL05018,PRG018,TRT017,2025-11-11,2027-02-18,229010.99,East,Medium
POL05019,PRG023,TRT010,2026-11-11,2028-09-03,77434.3,North,High
POL05020,PRG020,TRT011,2025-07-01,2026-05-24,155468.45,East,Low
POL05021,PRG024,TRT077,2026-01-21,2026-11-24,270691.15,West,Low
POL05022,PRG008,TRT011,2025-11-11,2026-10-26,12660.53,East,Low
POL05023,PRG024,TRT076,2025-08-17,2026-06-12,304243.53,West,Low
POL05024,PRG007,TRT075,2026-10-19,2027-10-11,293608.91,North,Critical
POL05025,PRG016,TRT084,2026-08-16,2027-11-07,407823.61,North,Critical
POL05026,PRG005,TRT049,2026-01-05,2026-12-01,199040.41,North,Medium
POL05027,PRG025,TRT098,2025-05-22,2027-05-07,141293.56,North,Low
POL05028,PRG001,TRT044,2025-07-12,2026-10-11,382774.22,North,Critical
POL05029,PRG013,TRT066,2025-11-24,2027-04-18,73471.71,West,Critical
POL05030,PRG017,TRT066,2025-12-13,2027-03-29,343247.44,West,High
POL05031,PRG022,TRT093,2026-11-01,2027-07-25,78856.32,South,High
POL05032,PRG016,TRT021,2026-06-11,2027-03-24,450179.19,North,Medium
POL05033,PRG022,TRT044,2026-12-27,2027-08-19,50507.83,North,Critical
POL05034,PRG023,TRT083,2025-11-05,2027-10-08,257822.24,North,High
POL05035,PRG018,TRT017,2025-08-10,2027-04-25,107585.61,South,Medium
POL05036,PRG004,TRT070,2025-06-10,2026-02-18,487608.83,North,Critical
POL05037,PRG011,TRT085,2025-01-12,2026-09-19,232540.57,South,Critical
POL05038,PRG021,TRT099,2025-10-20,2027-09-27,122364.78,North,High
POL05039,PRG010,TRT051,2026-05-14,2027-03-12,439064.41,East,Low
POL05040,PRG005,TRT073,2025-11-12,2026-06-18,486123.88,North,Critical
POL05041,PRG002,TRT033,2025-03-03,2025-10-30,197047.53,North,Critical
POL05042,PRG022,TRT059,2025-05-10,2027-04-15,471941.06,East,High
POL05043,PRG009,TRT009,2026-05-01,2027-06-06,373555.47,North,Low
POL05044,PRG017,TRT035,2026-06-20,2027-12-14,161109.75,West,Low
POL05045,PRG002,TRT067,2025-04-27,2025-11-06,382949.21,South,Low
POL05046,PRG017,TRT065,2025-07-22,2026-05-10,42883.14,East,Critical
POL05047,PRG009,TRT001,2025-09-27,2027-05-21,469406.94,East,Low
POL05048,PRG024,TRT091,2025-01-01,2026-04-16,135306.71,North,Critical
POL05049,PRG021,TRT054,2025-07-25,2026-09-25,362592.98,South,High
POL05050,PRG011,TRT022,2025-10-30,2026-07-19,444422.21,North,Medium
POL05051,PRG015,TRT023,2025-11-22,2026-09-09,201540.08,North,High
POL05052,PRG024,TRT076,2026-06-09,2027-08-28,452115.47,North,Critical
POL05053,PRG008,TRT020,2026-05-30,2027-03-07,225426.32,South,High
POL05054,PRG004,TRT011,2025-04-03,2025-11-26,222238.09,West,Critical
POL05055,PRG007,TRT036,2026-03-14,2027-11-27,271338.15,North,High
POL05056,PRG022,TRT021,2025-10-23,2027-10-09,450523.6,East,Low
POL05057,PRG001,TRT091,2026-12-07,2028-11-10,45449.47,East,High
POL05058,PRG015,TRT092,2025-04-01,2026-03-02,205992.83,East,Low
POL05059,PRG009,TRT067,2026-02-09,2028-01-14,463914.83,South,High
POL05060,PRG013,TRT095,2026-05-12,2027-12-16,95356.07,North,Medium
POL05061,PRG016,TRT086,2025-08-18,2027-03-02,138876.08,North,Critical
POL05062,PRG018,TRT094,2026-02-19,2027-03-12,78787.94,East,Critical
POL05063,PRG016,TRT062,2025-01-08,2027-01-08,120425.37,South,Critical
POL05064,PRG016,TRT001,2026-08-03,2028-04-20,7672.8,East,High
POL05065,PRG010,TRT063,2026-11-18,2028-03-17,318358.76,North,High
POL05066,PRG010,TRT009,2025-08-28,2026-07-27,150261.54,North,Medium
POL05067,PRG022,TRT053,2025-04-26,2025-11-25,260536.76,East,Low
POL05068,PRG014,TRT008,2025-08-09,2027-04-02,65148.88,South,Low
POL05069,PRG019,TRT004,2026-06-06,2027-07-05,18212.76,North,Critical
POL05070,PRG005,TRT007,2025-05-18,2026-06-14,415636.57,West,Low
POL05071,PRG005,TRT054,2026-09-24,2027-05-03,196416.26,West,Low
POL05072,PRG017,TRT033,2025-09-06,2027-05-18,55431.29,South,Low
POL05073,PRG024,TRT064,2026-03-02,2027-09-11,91628.46,South,Low
POL05074,PRG023,TRT043,2025-02-02,2025-12-08,282309.47,West,Critical
POL05075,PRG016,TRT010,2026-06-29,2027-12-30,201426.52,West,Medium
POL05076,PRG006,TRT051,2026-09-25,2027-04-23,157392.98,North,Medium
POL05077,PRG025,TRT076,2026-10-27,2028-10-13,107013.84,East,High
POL05078,PRG017,TRT068,2025-10-29,2026-09-01,208607.27,North,Low
POL05079,PRG010,TRT084,2026-05-17,2027-01-17,46132.35,South,Medium
POL05080,PRG018,TRT050,2026-12-14,2028-04-21,217399.25,North,Medium
POL05081,PRG010,TRT010,2025-02-24,2025-09-06,298858.67,South,Medium
POL05082,PRG021,TRT096,2026-04-13,2026-11-12,466282.85,North,Critical
POL05083,PRG025,TRT051,2026-04-14,2027-01-20,119341.65,North,Low
POL05084,PRG016,TRT066,2025-04-26,2027-04-07,395332.76,East,High
POL05085,PRG010,TRT019,2026-04-14,2026-11-01,481409.77,North,High
POL05086,PRG010,TRT030,2026-08-29,2027-10-10,125830.21,West,High
POL05087,PRG008,TRT059,2025-02-15,2026-01-11,175145.9,East,Medium
POL05088,PRG004,TRT087,2026-12-12,2028-10-14,60776.39,West,Critical
POL05089,PRG019,TRT006,2025-08-16,2026-07-06,481673.99,North,Low
POL05090,PRG024,TRT029,2025-02-25,2026-07-03,239113.4,North,Medium
POL05091,PRG020,TRT074,2026-12-28,2027-08-19,469308.47,South,High
POL05092,PRG002,TRT011,2025-04-28,2026-04-11,115012.37,South,Medium
POL05093,PRG013,TRT096,2025-06-02,2026-07-10,453873.32,West,High
POL05094,PRG020,TRT058,2025-08-26,2026-11-06,489091.15,East,Medium
POL05095,PRG015,TRT028,2025-10-21,2026-07-10,451315.04,North,High
POL05096,PRG020,TRT038,2025-09-27,2026-12-08,194229.38,South,Critical
POL05097,PRG010,TRT045,2026-01-17,2027-07-06,481341.19,North,Critical
POL05098,PRG003,TRT042,2025-05-04,2026-11-20,389240.81,South,Critical
POL05099,PRG024,TRT028,2026-07-23,2027-06-26,205946.06,East,Critical
POL05100,PRG008,TRT027,2026-10-01,2028-08-01,474821.46,West,Critical
POL05101,PRG001,TRT031,2026-09-20,2028-07-16,196982.05,North,Low
POL05102,PRG015,TRT050,2025-10-10,2027-08-02,375113.02,West,Medium
POL05103,PRG022,TRT065,2025-05-11,2026-10-31,234713.49,South,Critical
POL05104,PRG007,TRT082,2025-04-29,2026-11-03,181440.5,South,Medium
POL05105,PRG019,TRT056,2026-02-18,2026-11-22,119182.75,North,Critical
POL05106,PRG019,TRT082,2025-10-23,2026-07-24,155149.98,East,High
POL05107,PRG009,TRT083,2026-10-18,2028-07-21,374918.17,North,High
POL05108,PRG022,TRT027,2025-04-18,2025-12-13,163006.24,South,Low
POL05109,PRG024,TRT085,2026-05-16,2027-05-12,299585.68,West,Critical
POL05110,PRG013,TRT094,2025-07-19,2027-05-09,254278.0,West,Medium
POL05111,PRG009,TRT026,2025-07-09,2027-04-27,60359.2,South,High
POL05112,PRG015,TRT016,2025-10-15,2027-08-19,385965.89,North,Low
POL05113,PRG019,TRT049,2026-04-07,2026-10-26,54555.61,East,Low
POL05114,PRG004,TRT028,2025-11-28,2026-08-07,367455.91,West,High
POL05115,PRG016,TRT005,2026-11-01,2028-03-23,12179.38,South,Critical
POL05116,PRG002,TRT028,2026-01-28,2027-12-02,188626.8,East,Medium
POL05117,PRG009,TRT025,2026-04-13,2027-03-19,460376.06,North,High
POL05118,PRG010,TRT075,2025-01-26,2026-05-22,356349.1,West,Low
POL05119,PRG017,TRT090,2026-03-06,2026-10-25,246164.26,West,Low
POL05120,PRG005,TRT001,2026-08-31,2027-06-29,325985.21,East,Low
POL05121,PRG006,TRT001,2025-09-24,2026-07-05,416494.2,North,Medium
POL05122,PRG007,TRT083,2025-09-02,2027-02-05,269463.86,North,Low
POL05123,PRG021,TRT011,2025-12-18,2027-01-23,171320.03,West,Low
POL05124,PRG009,TRT082,2025-11-05,2027-02-27,499760.51,North,High
POL05125,PRG021,TRT032,2026-01-24,2027-11-26,146136.05,North,Critical
POL05126,PRG008,TRT066,2025-08-29,2026-08-15,233641.65,West,High
POL05127,PRG002,TRT087,2025-11-07,2026-12-13,296904.84,South,Low
POL05128,PRG003,TRT004,2026-09-03,2027-04-11,232060.29,South,Low
POL05129,PRG009,TRT084,2025-09-25,2027-09-07,478494.45,South,Low
POL05130,PRG007,TRT062,2026-03-27,2028-03-15,358188.77,North,High
POL05131,PRG018,TRT029,2025-08-01,2027-03-15,374963.51,North,Low
POL05132,PRG021,TRT086,2025-12-18,2027-03-16,253826.22,West,Medium
POL05133,PRG005,TRT014,2025-07-08,2026-05-18,169099.44,South,Critical
POL05134,PRG024,TRT006,2026-06-12,2027-06-11,243863.1,North,High
POL05135,PRG012,TRT002,2026-04-05,2027-10-05,128563.29,South,Critical
POL05136,PRG008,TRT086,2025-12-31,2027-07-16,261982.48,West,High
POL05137,PRG025,TRT096,2026-02-18,2026-08-25,55143.99,North,High
POL05138,PRG005,TRT085,2025-09-25,2027-07-04,381304.44,East,High
POL05139,PRG018,TRT004,2025-03-10,2025-09-22,472504.53,East,Medium
POL05140,PRG025,TRT093,2026-06-07,2027-09-22,332202.75,East,Critical
POL05141,PRG012,TRT063,2026-02-10,2027-06-25,221785.15,North,Low
POL05142,PRG008,TRT048,2025-03-27,2027-03-04,327264.9,East,Low
POL05143,PRG020,TRT089,2026-11-20,2028-10-22,292926.46,West,Low
POL05144,PRG020,TRT065,2025-01-13,2025-10-07,499624.65,North,Medium
POL05145,PRG005,TRT042,2026-03-21,2026-12-07,293164.92,North,High
POL05146,PRG013,TRT015,2026-02-08,2026-09-17,453351.23,South,Medium
POL05147,PRG002,TRT081,2025-06-24,2026-10-04,10578.23,South,Critical
POL05148,PRG014,TRT087,2026-11-13,2027-10-26,148327.64,East,Medium
POL05149,PRG021,TRT023,2025-04-27,2026-12-18,250946.27,South,Low
POL05150,PRG018,TRT025,2025-07-19,2026-12-16,427248.69,South,High
POL05151,PRG004,TRT008,2025-08-23,2026-03-13,419454.02,West,Critical
POL05152,PRG019,TRT009,2026-05-29,2028-03-10,318172.13,West,Critical
POL05153,PRG022,TRT068,2026-01-16,2027-02-05,399365.86,South,High
POL05154,PRG014,TRT047,2025-12-29,2027-09-04,34526.02,North,Medium
POL05155,PRG008,TRT029,2026-02-08,2026-10-07,420645.23,East,Low
POL05156,PRG018,TRT099,2025-10-09,2026-10-04,266824.19,East,Medium
POL05157,PRG008,TRT017,2025-02-25,2026-05-07,169908.8,East,High
POL05158,PRG018,TRT044,2026-04-14,2027-07-30,201177.31,West,High
POL05159,PRG012,TRT008,2026-12-19,2027-11-14,442197.07,West,Critical
POL05160,PRG002,TRT072,2026-10-19,2027-06-04,142455.01,South,Medium
POL05161,PRG015,TRT003,2025-05-05,2026-01-12,269818.86,South,Low
POL05162,PRG019,TRT051,2026-03-14,2026-10-18,263995.44,North,Critical
POL05163,PRG013,TRT076,2026-04-16,2027-04-29,207912.77,East,High
POL05164,PRG004,TRT090,2026-08-08,2028-04-23,157598.24,North,Critical
POL05165,PRG012,TRT047,2026-12-06,2027-08-06,306225.34,South,High
POL05166,PRG017,TRT066,2025-06-15,2026-01-12,427265.56,East,Low
POL05167,PRG003,TRT030,2025-07-14,2027-02-27,496189.27,West,High
POL05168,PRG022,TRT021,2025-12-20,2027-02-08,428691.4,West,Low
POL05169,PRG004,TRT042,2025-05-29,2026-09-03,97017.57,East,High
POL05170,PRG001,TRT011,2025-06-14,2026-12-26,127591.74,North,Critical
POL05171,PRG006,TRT087,2025-11-29,2026-07-24,451228.39,West,High
POL05172,PRG003,TRT094,2025-09-23,2026-09-07,24387.4,East,Low
POL05173,PRG018,TRT091,2025-10-28,2027-01-10,96898.0,West,Low
POL05174,PRG004,TRT025,2026-03-11,2026-12-14,221079.56,East,Critical
POL05175,PRG002,TRT011,2026-08-24,2028-02-05,33341.94,East,High
POL05176,PRG013,TRT061,2026-08-26,2027-07-16,131712.0,North,High
POL05177,PRG013,TRT095,2025-02-02,2026-11-29,121257.19,South,Critical
POL05178,PRG005,TRT083,2025-01-20,2027-01-18,229332.87,West,Low
POL05179,PRG022,TRT062,2026-04-03,2027-03-09,11908.68,West,Critical
POL05180,PRG003,TRT024,2025-02-16,2025-10-17,326902.26,West,Medium
